studied_credits,imd_band_encoded,highest_education_encoded,before_course_click,sum_click,after_course_click,final_score
120,2,2,41.0,41.0,0.0,20.58634969325153
90,1,1,123.0,441.0,318.0,5.75
30,5,1,204.0,1695.0,1491.0,0.0
60,8,1,0.0,920.0,920.0,85.5
90,1,3,9.0,992.0,983.0,162.62
60,7,3,198.0,5384.0,5186.0,84.0
150,8,2,7.0,186.0,179.0,110.05
90,0,1,1.0,1449.0,1448.0,19.5
120,9,1,7.0,47.0,40.0,30.90116477272727
60,7,1,21.0,37.0,16.0,9.354555555555557
60,1,2,35.0,1427.0,1392.0,71.89999999999999
60,1,1,10.0,676.0,666.0,74.225
60,8,1,84.0,465.0,381.0,8.5
150,2,2,12.0,4105.0,4093.0,61.75
60,3,1,25.0,230.0,205.0,16.65823529411765
60,8,3,0.0,61.0,61.0,68.3
60,5,1,28.0,186.0,158.0,0.0
60,2,3,102.0,826.0,724.0,166.8
90,9,2,62.0,563.0,501.0,18.90915119363396
60,7,2,0.0,739.0,739.0,70.5
90,8,2,33.0,741.0,708.0,73.44
150,9,2,276.0,1463.0,1187.0,84.5
120,7,1,62.0,563.0,501.0,18.90915119363396
60,2,2,100.0,1482.0,1382.0,42.75
60,6,1,3.0,1087.0,1084.0,46.75
60,9,2,0.0,204.0,204.0,109.2
150,8,1,295.0,3440.0,3145.0,56.75
30,8,1,0.0,6.0,6.0,0.0
120,0,2,62.0,563.0,501.0,18.90915119363396
30,1,2,0.0,423.0,423.0,0.0
30,9,1,27.0,483.0,456.0,11.98
360,3,2,28.0,28.0,0.0,26.829166666666666
30,3,1,0.0,270.0,270.0,24.36342857142857
60,1,2,21.0,1519.0,1498.0,97.95
60,4,2,66.0,1501.0,1435.0,59.8
60,5,2,63.0,922.0,859.0,81.49000000000001
60,2,1,35.0,410.0,375.0,9.354555555555557
60,4,3,79.0,3886.0,3807.0,84.25
60,8,1,0.0,14.0,14.0,67.45
30,4,1,0.0,240.0,240.0,0.0
60,5,2,4.0,1754.0,1750.0,92.52
60,2,1,29.0,2998.0,2969.0,69.84
30,5,1,0.0,537.0,537.0,0.0
120,1,2,0.0,571.0,571.0,14.5
60,4,3,171.0,469.0,298.0,14.94
60,3,2,1.0,263.0,262.0,28.425
30,4,1,6.0,213.0,207.0,0.0
90,1,1,95.0,1984.0,1889.0,56.0
90,1,1,40.0,370.0,330.0,10.827691056910568
120,1,0,87.0,369.0,282.0,18.025
30,1,3,0.0,91.0,91.0,0.0
30,4,3,5.0,1403.0,1398.0,90.63
120,3,2,74.0,1051.0,977.0,120.75
60,7,1,0.0,2172.0,2172.0,82.85000000000001
60,7,1,33.0,1751.0,1718.0,78.2
120,0,2,105.0,5306.0,5201.0,115.17
60,0,2,16.0,175.0,159.0,57.7
60,1,2,132.0,1649.0,1517.0,55.0
60,9,2,34.0,417.0,383.0,86.53999999999999
60,9,2,16.0,641.0,625.0,22.0
60,9,2,96.0,1498.0,1402.0,149.25
60,9,2,321.0,2133.0,1812.0,35.025
90,0,3,43.0,2211.0,2168.0,68.0
90,8,1,5.0,382.0,377.0,0.0
60,1,2,0.0,140.0,140.0,76.62
120,2,2,203.0,3003.0,2800.0,70.75
60,4,2,1.0,1.0,0.0,20.58634969325153
60,2,3,72.0,4739.0,4667.0,72.25
60,8,3,7.0,1948.0,1941.0,90.13
60,2,3,0.0,60.0,60.0,1.54
60,4,1,34.0,233.0,199.0,10.145049504950494
90,8,1,170.0,2626.0,2456.0,99.96
60,7,2,27.0,2592.0,2565.0,81.32000000000001
60,8,1,35.0,410.0,375.0,9.354555555555557
60,3,3,14.0,136.0,122.0,62.4
60,0,1,0.0,207.0,207.0,3.9
60,9,2,1.0,374.0,373.0,3.65
60,6,1,62.0,350.0,288.0,6.6
60,5,1,5.0,286.0,281.0,18.25
90,8,3,282.0,2887.0,2605.0,78.25
60,6,1,51.0,1489.0,1438.0,126.5
120,4,3,157.0,3053.0,2896.0,91.5
60,3,2,90.0,2249.0,2159.0,80.6
120,1,2,34.0,233.0,199.0,10.145049504950494
120,2,2,54.0,989.0,935.0,85.25
60,2,2,10.0,376.0,366.0,127.75
120,1,2,10.0,1383.0,1373.0,90.72
60,2,1,102.0,3663.0,3561.0,73.93
30,5,1,0.0,286.0,286.0,0.0
120,2,1,0.0,463.0,463.0,26.92
240,2,1,0.0,242.0,242.0,31.48684210526316
60,2,2,81.0,299.0,218.0,4.5
30,1,2,53.0,524.0,471.0,14.72
60,0,1,11.0,481.0,470.0,24.36342857142857
60,1,1,52.0,1175.0,1123.0,65.15
60,0,1,0.0,574.0,574.0,48.48
300,6,2,58.0,383.0,325.0,20.244642857142857
60,6,3,69.0,938.0,869.0,70.75
30,0,2,0.0,281.0,281.0,0.0
120,5,2,46.0,1163.0,1117.0,85.2
120,1,1,338.0,5485.0,5147.0,73.25
180,1,3,12.0,67.0,55.0,60.3
90,7,1,6.0,343.0,337.0,45.5
60,3,2,211.0,4728.0,4517.0,60.34
60,2,2,116.0,4017.0,3901.0,171.275
120,3,2,0.0,108.0,108.0,1.34
120,2,3,283.0,6437.0,6154.0,54.5
90,8,1,2.0,2947.0,2945.0,92.32
60,2,1,31.0,256.0,225.0,16.720334928229665
120,7,2,10.0,1631.0,1621.0,80.5
60,5,2,372.0,3058.0,2686.0,86.5
60,6,2,31.0,1120.0,1089.0,77.28
60,8,3,98.0,4468.0,4370.0,72.25
120,6,2,4.0,188.0,184.0,70.65
60,5,1,0.0,159.0,159.0,56.56
60,0,3,124.0,1244.0,1120.0,156.75
90,3,1,37.0,3683.0,3646.0,90.14
60,8,2,65.0,294.0,229.0,4.25
120,8,2,67.0,747.0,680.0,20.60275423728813
60,2,2,0.0,132.0,132.0,79.3
60,1,2,189.0,2234.0,2045.0,127.54
120,4,1,70.0,107.0,37.0,16.939143426294823
180,1,3,212.0,2312.0,2100.0,58.0
120,4,1,57.0,2928.0,2871.0,100.18
90,1,2,228.0,5278.0,5050.0,81.0
60,6,2,85.0,4639.0,4554.0,55.5
120,2,3,26.0,70.0,44.0,32.034018987341774
90,4,1,107.0,852.0,745.0,20.762443438914023
30,6,1,0.0,278.0,278.0,0.0
90,3,1,1.0,97.0,96.0,20.60275423728813
60,8,1,31.0,256.0,225.0,16.720334928229665
60,6,2,31.0,256.0,225.0,16.720334928229665
60,3,3,2.0,1265.0,1263.0,163.675
60,5,2,12.0,12.0,0.0,0.0
30,5,2,1.0,437.0,436.0,0.0
120,4,1,25.0,230.0,205.0,16.65823529411765
120,6,1,300.0,3095.0,2795.0,65.25
60,8,2,116.0,631.0,515.0,15.525
60,6,2,29.0,3091.0,3062.0,82.75
60,5,2,7.0,2107.0,2100.0,93.01
120,9,2,68.0,960.0,892.0,109.97499999999998
120,2,1,165.0,937.0,772.0,136.3
60,3,2,0.0,294.0,294.0,5.48
60,5,1,43.0,561.0,518.0,84.5
30,8,3,0.0,986.0,986.0,10.56
60,7,2,218.0,2061.0,1843.0,47.76
120,3,1,91.0,2943.0,2852.0,69.75
60,0,2,34.0,233.0,199.0,10.145049504950494
60,6,2,0.0,570.0,570.0,88.78
60,6,3,261.0,4255.0,3994.0,94.72
60,5,2,46.0,1161.0,1115.0,55.34
60,2,2,47.0,2857.0,2810.0,176.65
60,5,3,31.0,287.0,256.0,14.8
60,7,1,39.0,5349.0,5310.0,61.17999999999999
120,7,1,85.0,774.0,689.0,21.8089552238806
120,2,0,47.0,1802.0,1755.0,165.4
60,5,1,0.0,672.0,672.0,75.55
60,1,2,51.0,3768.0,3717.0,28.0
90,1,1,35.0,410.0,375.0,9.354555555555557
180,2,1,17.0,282.0,265.0,31.3372
60,7,1,13.0,168.0,155.0,5.62
120,2,2,0.0,53.0,53.0,3.65
60,3,3,28.0,1033.0,1005.0,87.525
60,1,2,98.0,3236.0,3138.0,77.1
60,9,1,4.0,187.0,183.0,1.8
120,9,2,58.0,354.0,296.0,20.58634969325153
60,2,3,25.0,230.0,205.0,16.65823529411765
60,6,1,0.0,446.0,446.0,78.88000000000001
60,5,1,170.0,745.0,575.0,18.90915119363396
60,3,1,68.0,6305.0,6237.0,78.25
60,1,1,0.0,431.0,431.0,71.08
60,6,3,204.0,3436.0,3232.0,85.5
60,9,2,55.0,374.0,319.0,80.52
60,1,1,59.0,2381.0,2322.0,77.44
75,9,2,27.0,183.0,156.0,17.85
60,5,1,35.0,283.0,248.0,7.75
60,1,3,3.0,181.0,178.0,0.88
60,2,2,76.0,2863.0,2787.0,80.5
60,7,1,101.0,3508.0,3407.0,51.5
60,2,1,129.0,1620.0,1491.0,111.95
30,3,3,0.0,509.0,509.0,62.04
60,5,2,119.0,6513.0,6394.0,91.25
60,0,1,35.0,111.0,76.0,0.0
120,1,1,12.0,111.0,99.0,0.6
60,1,2,1.0,1.0,0.0,24.36342857142857
90,1,1,32.0,502.0,470.0,79.1
60,0,1,13.0,220.0,207.0,3.9850000000000008
60,4,2,205.0,1966.0,1761.0,177.03
30,9,2,0.0,152.0,152.0,0.0
120,9,2,56.0,1044.0,988.0,151.75
60,3,1,332.0,666.0,334.0,14.72
60,6,2,961.0,4477.0,3516.0,66.8
60,2,3,304.0,3722.0,3418.0,80.5
150,0,3,30.0,318.0,288.0,24.36342857142857
60,6,2,23.0,1529.0,1506.0,16.25
60,3,3,0.0,45.0,45.0,0.9
30,7,2,0.0,51.0,51.0,0.0
60,7,1,158.0,2098.0,1940.0,170.35
60,0,1,186.0,7343.0,7157.0,51.0
30,1,1,40.0,482.0,442.0,0.0
60,2,3,186.0,1588.0,1402.0,69.8
30,8,1,0.0,269.0,269.0,31.48684210526316
120,5,1,58.0,354.0,296.0,20.58634969325153
60,5,1,0.0,2.0,2.0,49.73075284090908
120,5,3,43.0,1193.0,1150.0,89.65
180,7,1,48.0,216.0,168.0,74.5
90,3,1,57.0,2074.0,2017.0,65.75
120,5,3,370.0,799.0,429.0,17.07
60,3,1,157.0,470.0,313.0,20.60275423728813
60,8,2,701.0,5314.0,4613.0,77.8
120,5,2,32.0,1537.0,1505.0,147.55
60,8,2,366.0,5001.0,4635.0,74.25
60,5,3,166.0,2176.0,2010.0,13.4
120,4,1,0.0,114.0,114.0,5.5
60,9,2,114.0,247.0,133.0,4.8
90,7,2,1.0,68.0,67.0,14.68
60,3,1,0.0,756.0,756.0,18.75
120,3,1,31.0,256.0,225.0,16.720334928229665
60,1,1,21.0,29.0,8.0,29.100000000000005
120,0,1,0.0,1499.0,1499.0,18.75
120,0,1,62.0,563.0,501.0,18.90915119363396
120,7,2,3.0,335.0,332.0,53.72
60,9,2,4.0,1516.0,1512.0,27.78
90,2,3,490.0,4291.0,3801.0,175.75
120,4,2,0.0,23.0,23.0,3.1
60,6,2,159.0,3716.0,3557.0,78.25
120,1,2,65.0,294.0,229.0,19.7685667752443
180,2,1,107.0,852.0,745.0,20.762443438914023
60,8,2,27.0,2072.0,2045.0,65.0
60,0,0,0.0,3.0,3.0,13.75
180,2,2,4.0,79.0,75.0,25.399999999999995
120,2,1,7.0,70.0,63.0,159.975
30,4,1,32.0,1697.0,1665.0,0.0
90,4,2,63.0,2501.0,2438.0,70.5
60,1,1,31.0,458.0,427.0,30.90116477272727
60,0,2,9.0,761.0,752.0,102.8
60,1,2,76.0,2655.0,2579.0,161.25
120,2,2,66.0,538.0,472.0,143.0
120,8,2,25.0,230.0,205.0,16.65823529411765
60,7,2,0.0,2672.0,2672.0,69.0
60,2,1,35.0,392.0,357.0,18.066869158878504
60,7,3,123.0,2571.0,2448.0,84.44
120,4,1,164.0,3233.0,3069.0,35.35
60,3,1,16.0,16.0,0.0,21.8089552238806
60,4,1,231.0,3559.0,3328.0,81.75
120,4,2,1.0,3595.0,3594.0,78.0
30,3,2,2.0,283.0,281.0,14.88
30,6,1,17.0,2083.0,2066.0,0.0
120,3,3,112.0,1730.0,1618.0,80.25
60,2,2,58.0,872.0,814.0,121.24
60,3,1,11.0,986.0,975.0,24.25
60,2,1,0.0,279.0,279.0,142.25
120,2,1,15.0,210.0,195.0,3.65
90,5,2,3.0,1139.0,1136.0,75.3
60,1,3,0.0,2135.0,2135.0,69.6
60,9,3,46.0,846.0,800.0,192.06
150,4,2,63.0,508.0,445.0,11.84
60,8,2,58.0,354.0,296.0,20.58634969325153
30,5,1,36.0,420.0,384.0,0.0
60,0,1,60.0,537.0,477.0,3.6
60,4,2,31.0,256.0,225.0,16.720334928229665
120,1,1,0.0,1.0,1.0,30.72293706293706
30,8,2,24.0,747.0,723.0,0.0
60,9,2,0.0,37.0,37.0,7.2
60,1,2,0.0,26.0,26.0,5.04
60,6,2,180.0,571.0,391.0,0.88
60,5,3,0.0,107.0,107.0,20.01
120,4,3,3.0,485.0,482.0,156.32999999999998
60,1,1,0.0,419.0,419.0,50.8
60,1,2,231.0,3857.0,3626.0,77.25
120,2,1,31.0,458.0,427.0,30.90116477272727
150,0,1,16.0,2153.0,2137.0,70.75
60,3,3,45.0,297.0,252.0,16.3
60,2,1,85.0,774.0,689.0,21.8089552238806
60,3,1,19.0,3063.0,3044.0,142.63
120,2,1,69.0,1159.0,1090.0,64.47
120,3,2,317.0,4679.0,4362.0,74.5
90,3,2,317.0,3325.0,3008.0,87.5
120,0,2,227.0,773.0,546.0,26.125
60,8,3,15.0,2236.0,2221.0,71.4
60,9,2,105.0,3627.0,3522.0,117.0
60,5,2,48.0,1600.0,1552.0,92.28
60,5,1,0.0,13.0,13.0,30.72293706293706
60,0,2,566.0,3198.0,2632.0,17.5
30,2,1,19.0,174.0,155.0,0.0
60,3,1,87.0,875.0,788.0,71.53
90,8,3,0.0,9.0,9.0,18.066869158878504
90,2,3,35.0,410.0,375.0,9.354555555555557
60,9,1,62.0,563.0,501.0,18.90915119363396
60,1,1,93.0,1816.0,1723.0,39.75
60,7,1,45.0,744.0,699.0,79.05
120,1,1,0.0,29.0,29.0,3.5
60,2,1,281.0,6361.0,6080.0,87.25
90,5,1,4.0,4.0,0.0,9.354555555555557
120,4,1,34.0,233.0,199.0,10.145049504950494
150,5,2,321.0,5277.0,4956.0,71.0
60,0,3,27.0,27.0,0.0,27.142666666666667
100,2,1,604.0,9875.0,9271.0,65.5
60,3,3,32.0,195.0,163.0,0.0
30,3,1,20.0,809.0,789.0,0.0
60,2,2,0.0,226.0,226.0,38.62
60,9,1,0.0,671.0,671.0,118.75
60,3,1,0.0,167.0,167.0,71.46000000000001
120,8,2,26.0,797.0,771.0,89.09
60,1,1,287.0,1441.0,1154.0,44.0
90,1,1,141.0,775.0,634.0,75.8
60,6,2,13.0,387.0,374.0,76.85
90,7,1,37.0,37.0,0.0,20.244642857142857
60,5,2,68.0,1772.0,1704.0,123.72499999999998
30,4,1,0.0,494.0,494.0,0.0
30,5,2,20.0,943.0,923.0,0.0
30,7,2,0.0,602.0,602.0,0.0
60,3,1,203.0,2669.0,2466.0,112.9
90,0,1,213.0,5362.0,5149.0,73.25
75,6,1,26.0,291.0,265.0,68.19
60,5,2,2.0,537.0,535.0,59.09
60,1,2,31.0,458.0,427.0,30.90116477272727
120,6,1,27.0,211.0,184.0,11.5
120,4,1,33.0,637.0,604.0,29.63745033112583
30,1,1,0.0,480.0,480.0,0.0
30,8,2,297.0,8137.0,7840.0,79.91
240,1,1,62.0,563.0,501.0,18.90915119363396
30,5,3,21.0,1294.0,1273.0,80.12
60,7,3,15.0,47.0,32.0,3.65
120,2,2,0.0,4.0,4.0,31.3372
180,0,2,71.0,641.0,570.0,41.56
30,6,1,83.0,902.0,819.0,0.0
120,0,2,56.0,2533.0,2477.0,86.25
210,2,2,1.0,239.0,238.0,3.55
60,8,2,166.0,1278.0,1112.0,138.6
60,2,1,0.0,72.0,72.0,123.65
60,3,1,187.0,9021.0,8834.0,80.5
60,0,1,0.0,105.0,105.0,29.15427927927928
120,7,2,0.0,117.0,117.0,2.2
60,1,1,337.0,2741.0,2404.0,92.08
60,3,3,52.0,1111.0,1059.0,75.25
90,1,2,19.0,3393.0,3374.0,63.0
30,4,1,3.0,320.0,317.0,0.0
120,4,3,17.0,551.0,534.0,70.15
60,6,1,285.0,1681.0,1396.0,59.25
60,3,1,47.0,2188.0,2141.0,84.5
90,3,1,32.0,32.0,0.0,31.48684210526316
60,2,3,65.0,1760.0,1695.0,126.75
60,9,1,189.0,1406.0,1217.0,64.61
90,2,1,213.0,10088.0,9875.0,68.0
150,2,3,127.0,571.0,444.0,30.649999999999995
60,2,1,30.0,3115.0,3085.0,84.25
60,0,3,5.0,13.0,8.0,19.7685667752443
180,4,2,5.0,609.0,604.0,88.45
60,0,2,88.0,2104.0,2016.0,16.0
60,2,1,46.0,3872.0,3826.0,69.25
60,8,2,31.0,256.0,225.0,16.720334928229665
60,9,3,8.0,472.0,464.0,124.3
60,8,1,40.0,370.0,330.0,10.827691056910568
60,1,3,211.0,1903.0,1692.0,17.5
60,4,2,9.0,1333.0,1324.0,167.375
60,1,3,17.0,66.0,49.0,3.5
60,2,1,1.0,901.0,900.0,33.0
60,9,3,5.0,628.0,623.0,140.64499999999998
90,7,1,0.0,1392.0,1392.0,87.15
120,1,3,10.0,343.0,333.0,14.25
30,5,1,7.0,776.0,769.0,117.63
150,5,1,72.0,705.0,633.0,11.5
60,3,1,20.0,2315.0,2295.0,91.08
60,9,3,126.0,1077.0,951.0,21.121739130434783
120,1,0,0.0,122.0,122.0,8.74
60,0,1,24.0,703.0,679.0,135.575
60,6,1,2.0,1492.0,1490.0,124.41
60,2,1,149.0,733.0,584.0,54.2
120,0,2,0.0,285.0,285.0,15.76
60,7,1,72.0,76.0,4.0,27.142666666666667
60,1,3,48.0,780.0,732.0,178.875
60,5,1,0.0,34.0,34.0,18.90915119363396
30,5,2,0.0,9.0,9.0,36.22377622377623
60,2,1,66.0,1523.0,1457.0,95.64
60,3,3,37.0,6842.0,6805.0,82.75
90,5,2,12.0,679.0,667.0,136.92000000000002
90,2,1,131.0,602.0,471.0,10.25
30,6,2,5.0,619.0,614.0,0.0
60,0,2,25.0,1234.0,1209.0,112.69
120,3,3,56.0,920.0,864.0,69.49000000000001
60,6,1,47.0,1262.0,1215.0,66.15
120,8,1,29.0,607.0,578.0,54.95
60,2,3,93.0,843.0,750.0,173.72
300,9,1,124.0,1275.0,1151.0,3.85
60,3,1,53.0,408.0,355.0,10.75
90,6,2,237.0,3266.0,3029.0,80.25
120,7,2,108.0,2086.0,1978.0,101.85
60,8,2,123.0,2384.0,2261.0,164.375
60,4,3,0.0,123.0,123.0,6.21
120,7,2,31.0,256.0,225.0,16.720334928229665
120,3,2,1.0,660.0,659.0,127.825
60,5,1,213.0,1483.0,1270.0,50.15
120,1,2,2.0,112.0,110.0,20.762443438914023
60,1,2,0.0,585.0,585.0,71.06
60,0,3,0.0,362.0,362.0,70.85
60,2,2,226.0,5503.0,5277.0,77.25
60,0,2,16.0,1196.0,1180.0,86.6
120,5,2,106.0,106.0,0.0,19.7685667752443
60,8,2,0.0,26.0,26.0,16.15
120,0,2,34.0,233.0,199.0,10.145049504950494
210,3,1,400.0,3977.0,3577.0,129.17000000000002
60,2,2,85.0,774.0,689.0,21.8089552238806
30,6,1,135.0,3737.0,3602.0,82.84
60,2,2,64.0,3128.0,3064.0,88.36
60,3,1,197.0,2068.0,1871.0,81.95
120,8,3,75.0,272.0,197.0,27.142666666666667
30,0,2,1.0,527.0,526.0,1.12
30,1,2,26.0,1722.0,1696.0,52.72
240,1,0,37.0,43.0,6.0,10.145049504950494
90,2,1,8.0,1021.0,1013.0,68.47999999999999
150,0,1,58.0,549.0,491.0,2.115
60,7,1,17.0,1092.0,1075.0,104.95
60,5,1,8.0,658.0,650.0,0.0
60,6,2,35.0,392.0,357.0,18.066869158878504
120,7,2,22.0,638.0,616.0,79.5
120,0,1,25.0,230.0,205.0,16.65823529411765
30,4,1,7.0,7.0,0.0,0.0
60,6,1,348.0,4777.0,4429.0,83.0
120,6,3,11.0,883.0,872.0,84.64
60,6,1,0.0,518.0,518.0,70.73
60,4,3,123.0,3320.0,3197.0,79.5
90,4,2,236.0,3218.0,2982.0,72.0
60,1,1,7.0,38.0,31.0,18.066869158878504
90,5,3,1.0,319.0,318.0,23.5
60,6,2,4.0,173.0,169.0,6.9
60,1,1,30.0,1520.0,1490.0,13.0
60,8,1,75.0,584.0,509.0,98.0
30,7,1,54.0,1018.0,964.0,0.0
60,4,2,84.0,1389.0,1305.0,81.2
90,3,2,92.0,2227.0,2135.0,87.56
30,5,2,61.0,586.0,525.0,30.56
60,6,2,45.0,3365.0,3320.0,56.25
60,2,3,64.0,480.0,416.0,16.939143426294823
60,5,2,107.0,3292.0,3185.0,71.75
120,2,2,200.0,4570.0,4370.0,80.75
120,4,2,85.0,774.0,689.0,21.8089552238806
120,7,1,118.0,3936.0,3818.0,124.12
60,2,2,16.0,973.0,957.0,68.16
180,2,1,67.0,747.0,680.0,20.60275423728813
60,4,1,29.0,3832.0,3803.0,79.5
60,7,3,63.0,1661.0,1598.0,89.64
60,0,1,35.0,392.0,357.0,18.066869158878504
145,6,3,16.0,1320.0,1304.0,22.0
90,2,2,58.0,383.0,325.0,20.244642857142857
120,9,1,18.0,590.0,572.0,31.4
60,3,2,58.0,354.0,296.0,20.58634969325153
30,2,1,0.0,324.0,324.0,61.12
60,1,2,33.0,1415.0,1382.0,101.825
60,8,1,538.0,3552.0,3014.0,26.9
60,8,3,463.0,4244.0,3781.0,148.025
120,8,2,92.0,893.0,801.0,21.25
90,2,3,205.0,2861.0,2656.0,90.5
60,0,3,11.0,16.0,5.0,31.3372
120,0,0,1.0,10.0,9.0,10.827691056910568
60,6,1,4.0,67.0,63.0,21.9
60,9,1,30.0,408.0,378.0,132.05
120,5,2,181.0,910.0,729.0,149.97
90,9,1,3.0,3.0,0.0,18.90915119363396
90,9,2,107.0,852.0,745.0,20.762443438914023
60,7,2,161.0,2807.0,2646.0,81.6
120,7,2,58.0,354.0,296.0,20.58634969325153
30,2,1,7.0,457.0,450.0,0.0
60,4,2,0.0,937.0,937.0,80.2
60,1,1,58.0,354.0,296.0,20.58634969325153
60,2,2,3.0,115.0,112.0,10.827691056910568
60,0,2,0.0,5.0,5.0,50.23
60,0,1,6.0,742.0,736.0,79.26
180,9,1,19.0,19.0,0.0,18.90915119363396
120,0,2,92.0,685.0,593.0,68.1
30,2,1,6.0,85.0,79.0,3.42
120,7,2,21.0,428.0,407.0,14.65
90,3,2,324.0,4625.0,4301.0,159.73000000000002
120,3,1,223.0,957.0,734.0,25.76
70,5,2,10.0,10.0,0.0,9.354555555555557
60,2,3,0.0,974.0,974.0,149.98000000000002
120,5,2,17.0,24.0,7.0,29.15427927927928
165,8,1,5.0,344.0,339.0,10.56
60,5,2,53.0,189.0,136.0,9.25
90,4,2,142.0,2011.0,1869.0,68.0
60,3,1,0.0,1477.0,1477.0,94.03
120,1,1,58.0,354.0,296.0,20.58634969325153
60,3,1,0.0,348.0,348.0,27.3
120,0,3,133.0,1719.0,1586.0,30.75
180,3,2,122.0,506.0,384.0,49.43
60,7,2,4.0,1566.0,1562.0,150.345
60,2,2,13.0,90.0,77.0,2.9
60,5,2,118.0,5700.0,5582.0,87.5
60,5,1,11.0,1401.0,1390.0,78.47999999999999
90,3,1,19.0,1125.0,1106.0,80.25
30,8,2,36.0,596.0,560.0,0.0
120,2,1,0.0,65.0,65.0,18.066869158878504
30,4,2,6.0,126.0,120.0,0.88
30,9,2,0.0,302.0,302.0,0.0
120,2,2,190.0,733.0,543.0,15.75
120,0,1,12.0,113.0,101.0,39.95
60,7,2,128.0,3627.0,3499.0,83.0
60,9,3,73.0,1225.0,1152.0,184.31
60,1,1,41.0,2811.0,2770.0,81.75
60,5,1,55.0,269.0,214.0,13.25
150,4,2,148.0,481.0,333.0,10.5
90,3,1,78.0,108.0,30.0,18.066869158878504
150,3,1,33.0,604.0,571.0,76.88
120,5,2,79.0,1011.0,932.0,74.8
60,1,2,162.0,1483.0,1321.0,136.01
60,6,2,30.0,1989.0,1959.0,16.55
60,3,3,25.0,230.0,205.0,16.65823529411765
60,6,3,0.0,326.0,326.0,33.45
90,2,1,254.0,1977.0,1723.0,40.44
60,2,2,104.0,2873.0,2769.0,81.65
150,9,2,35.0,410.0,375.0,9.354555555555557
60,2,1,30.0,708.0,678.0,115.34999999999998
120,8,1,414.0,670.0,256.0,18.75
60,0,1,0.0,274.0,274.0,12.64
60,7,1,31.0,256.0,225.0,16.720334928229665
30,6,2,92.0,3313.0,3221.0,93.96
60,9,2,96.0,974.0,878.0,70.15
90,4,1,68.0,3245.0,3177.0,35.75
60,2,1,54.0,521.0,467.0,44.3
60,3,1,0.0,488.0,488.0,107.375
120,4,2,45.0,997.0,952.0,136.225
150,8,2,5.0,990.0,985.0,86.32
30,3,2,0.0,1979.0,1979.0,91.32
60,3,1,1.0,2609.0,2608.0,43.0
120,8,2,14.0,3778.0,3764.0,160.14
60,3,1,175.0,2328.0,2153.0,86.75999999999999
120,7,2,48.0,544.0,496.0,4.779999999999999
180,2,1,0.0,1528.0,1528.0,103.55
90,0,3,249.0,4365.0,4116.0,48.5
60,1,2,6.0,74.0,68.0,9.75
60,9,1,1.0,1342.0,1341.0,83.6
60,7,2,26.0,376.0,350.0,100.94
120,4,1,20.0,124.0,104.0,16.65823529411765
210,8,1,58.0,354.0,296.0,20.58634969325153
60,4,1,32.0,2132.0,2100.0,16.0
60,3,2,241.0,1308.0,1067.0,181.225
60,5,3,0.0,6.0,6.0,41.71143631436315
60,1,2,102.0,973.0,871.0,79.42
30,1,2,0.0,417.0,417.0,0.0
120,7,2,34.0,233.0,199.0,10.145049504950494
60,3,2,15.0,1833.0,1818.0,81.5
90,6,1,2.0,184.0,182.0,7.76
120,1,1,37.0,1085.0,1048.0,43.75
60,3,1,64.0,82.0,18.0,24.36342857142857
60,0,1,59.0,2148.0,2089.0,78.5
120,2,2,58.0,692.0,634.0,29.725000000000005
30,0,3,108.0,1916.0,1808.0,79.28
60,1,3,25.0,230.0,205.0,16.65823529411765
120,3,2,35.0,35.0,0.0,20.762443438914023
120,3,2,244.0,244.0,0.0,20.58634969325153
180,1,1,0.0,397.0,397.0,11.5
60,9,1,108.0,1275.0,1167.0,174.3
120,5,1,25.0,230.0,205.0,16.65823529411765
60,5,2,13.0,748.0,735.0,41.44
90,0,1,131.0,2703.0,2572.0,87.0
210,5,1,268.0,525.0,257.0,7.69
60,0,2,35.0,392.0,357.0,18.066869158878504
60,3,2,19.0,3432.0,3413.0,50.0
120,6,2,130.0,1098.0,968.0,128.875
120,3,2,63.0,422.0,359.0,131.3
60,0,1,20.0,75.0,55.0,20.58634969325153
210,4,1,0.0,13.0,13.0,16.65823529411765
70,3,2,9.0,504.0,495.0,188.43
60,9,3,3.0,2310.0,2307.0,188.18
90,1,1,21.0,112.0,91.0,0.0
30,4,1,36.0,322.0,286.0,0.0
30,1,1,0.0,22.0,22.0,0.0
60,1,1,526.0,9101.0,8575.0,92.25
30,3,1,0.0,704.0,704.0,0.0
120,6,2,78.0,532.0,454.0,80.66
120,2,2,140.0,1250.0,1110.0,107.55000000000004
60,6,0,12.0,223.0,211.0,0.0
60,7,1,19.0,175.0,156.0,5.0
60,5,3,103.0,5416.0,5313.0,81.0
60,9,1,3.0,342.0,339.0,22.125
30,2,1,156.0,1314.0,1158.0,0.0
90,4,2,149.0,2188.0,2039.0,133.44
60,2,2,15.0,749.0,734.0,161.55
30,1,1,0.0,570.0,570.0,0.0
120,3,1,5.0,1781.0,1776.0,48.25
30,2,2,38.0,1010.0,972.0,0.0
240,4,1,31.0,256.0,225.0,16.720334928229665
150,2,3,58.0,383.0,325.0,20.244642857142857
60,8,2,57.0,57.0,0.0,20.58634969325153
60,1,1,10.0,118.0,108.0,6.5
120,6,1,0.0,784.0,784.0,72.3
60,7,2,58.0,354.0,296.0,20.58634969325153
